customer_id,age,income_lpa,city_tier,spend_score,frequency_pm,avg_order_val,recency_days,total_orders,total_spend,clv,cat_electronics,cat_fashion,cat_grocery,cat_beauty,cat_sports,cat_home,app_sessions_pw,email_open_rate,push_click_rate,web_sessions_pw,pages_per_session,cart_abandon_rate,wishlist_items,reviews_written,returns_rate,referrals_made,pref_mobile,pref_desktop,pref_app,loyalty_years,nps_score,satisfaction,support_tickets,discount_usage,engagement_score,churn_risk
C00108,40,59.95,1,40.9,2.3,458,2,25,11450,37899,0.107,0.467,0.437,0.176,0.329,0.087,4.8,0.486,0.157,9.3,7.3,0.457,4,1,0.246,0,0.738,0.262,0.757,5.2,9,3,3,0.597,46.8,0.398
C00109,41,29.3,1,31.9,1.7,632,165,21,13272,20025,0.203,0.495,0.274,0.186,0.154,0.317,2.1,0.523,0.234,2.1,3.2,0.76,5,2,0.123,1,0.776,0.22399999999999998,0.349,2.6,7,4,0,0.134,35.4,0.581
C00110,37,21.35,1,26.3,5.1,597,1,68,40596,60921,0.023,0.692,0.65,0.039,0.161,0.387,2.7,0.175,0.419,3.9,10.7,0.558,2,2,0.153,0,0.401,0.599,0.367,1.2,3,1,0,0.53,24.7,0.419
C00111,18,20.89,1,32.7,1.5,200,133,12,2400,5867,0.105,0.278,0.39,0.127,0.19,0.187,0.6,0.396,0.048,0.9,2.8,0.76,3,1,0.089,0,0.246,0.754,0.354,0.1,3,5,0,0.131,26.9,0.589
C00112,38,10.38,3,22.7,1.4,200,21,16,3200,4987,0.4,0.386,0.407,0.425,0.162,0.314,3.5,0.282,0.089,1.9,1.0,0.455,6,2,0.388,0,0.721,0.279,0.491,0.0,0,1,1,0.213,29.1,0.503
C00113,39,39.87,3,29.8,2.7,254,1,22,5588,19273,0.249,0.544,0.646,0.115,0.296,0.489,0.0,0.609,0.247,0.0,8.2,0.741,4,3,0.225,1,0.689,0.31100000000000005,0.524,0.7,6,5,2,0.491,30.2,0.35
C00114,68,23.5,2,46.8,3.6,321,53,39,12519,24339,0.38,0.334,0.508,0.248,0.029,0.137,4.8,0.381,0.433,8.6,6.4,0.572,3,3,0.056,3,0.667,0.33299999999999996,0.117,2.6,7,4,1,0.418,46.0,0.452
C00115,36,22.21,2,31.6,3.8,203,177,51,10353,25316,0.524,0.408,0.656,0.167,0.354,0.477,0.0,0.356,0.243,0.0,2.0,0.526,3,2,0.045,0,0.315,0.685,0.43,3.1,0,4,2,0.257,23.3,0.591
C00116,42,142.05,1,47.8,1.6,200,152,16,3200,5191,0.2,0.58,0.376,0.088,0.275,0.253,1.1,0.43,0.154,2.0,7.4,0.355,4,2,0.265,2,0.798,0.20199999999999996,0.207,1.1,7,4,0,0.497,35.6,0.597
C00117,38,28.91,2,21.3,5.2,200,8,71,14200,36126,0.098,0.372,0.536,0.034,0.123,0.707,2.1,0.467,0.411,4.1,1.0,0.585,2,5,0.048,1,0.57,0.43000000000000005,0.549,4.7,4,4,0,0.463,29.5,0.336
C00118,24,16.22,3,35.8,5.5,200,9,65,13000,29379,0.277,0.621,0.366,0.273,0.656,0.661,0.3,0.276,0.341,0.4,6.4,0.445,5,0,0.165,0,0.723,0.277,0.381,7.2,8,4,3,0.569,23.6,0.387
C00119,52,19.4,3,44.6,0.7,247,38,10,2470,3926,0.32,0.563,0.466,0.191,0.099,0.446,0.7,0.408,0.453,0.6,4.7,0.483,5,0,0.438,2,0.729,0.271,0.697,0.9,8,3,1,0.295,32.4,0.501
C00120,47,46.14,2,34.9,1.9,391,46,24,9384,20366,0.341,0.575,0.572,0.155,0.283,0.431,0.9,0.286,0.218,1.2,1.9,0.684,5,6,0.181,3,0.921,0.07899999999999996,0.214,1.1,8,4,0,0.638,25.5,0.516
C00121,47,26.11,3,40.1,2.1,200,61,18,3600,8218,0.717,0.414,0.407,0.178,0.258,0.311,0.0,0.66,0.331,0.0,6.3,0.407,4,5,0.174,3,0.318,0.6819999999999999,0.274,1.3,8,4,1,0.302,35.8,0.415
C00122,27,11.12,1,28.1,0.9,200,9,8,1600,5568,0.684,0.352,0.644,0.011,0.216,0.425,1.9,0.243,0.076,1.7,1.0,0.607,10,3,0.202,1,0.967,0.03300000000000003,0.092,0.8,4,4,1,0.208,24.8,0.514
C00123,55,40.67,3,41.6,4.1,200,144,42,8400,16092,0.281,0.65,0.264,0.243,0.317,0.179,1.7,0.254,0.053,2.8,1.0,0.722,3,2,0.12,0,0.869,0.131,0.411,2.6,8,5,1,0.432,29.9,0.577
C00124,21,16.99,1,31.7,0.5,345,46,5,1725,4467,0.206,0.114,0.412,0.123,0.156,0.249,3.1,0.44,0.044,4.5,3.1,0.57,4,3,0.314,0,0.655,0.345,0.248,6.0,10,3,2,0.527,36.1,0.506
C00125,45,68.74,2,29.5,2.5,200,84,27,5400,18763,0.149,0.316,0.305,0.501,0.302,0.285,2.5,0.341,0.061,4.2,8.5,0.551,3,3,0.117,0,0.264,0.736,0.419,1.4,10,3,1,0.416,30.3,0.526
C00126,64,44.43,2,47.5,6.9,200,35,75,15000,46261,0.477,0.236,0.721,0.252,0.127,0.176,1.1,0.37,0.228,1.0,1.0,0.399,3,1,0.238,1,0.751,0.249,0.418,0.5,6,5,3,0.454,33.7,0.352
C00127,26,19.18,2,23.2,0.9,200,24,12,2400,8368,0.156,0.454,0.588,0.143,0.379,0.359,2.9,0.554,0.304,5.4,3.3,0.411,7,6,0.36,2,0.771,0.22899999999999998,0.768,0.5,9,5,0,0.521,35.5,0.437
C00128,31,49.63,1,46.9,6.5,200,170,69,13800,47425,0.418,0.332,0.424,0.117,0.221,0.41,0.0,0.72,0.275,0.0,5.6,0.636,2,3,0.15,1,0.532,0.46799999999999997,0.569,3.2,7,5,1,0.39,40.4,0.405
C00129,39,25.47,3,30.1,3.7,246,39,47,11562,28663,0.34,0.521,0.738,0.372,0.193,0.316,0.0,0.264,0.158,0.0,5.4,0.668,3,4,0.147,2,0.659,0.34099999999999997,0.074,3.3,4,3,1,0.279,20.0,0.469
C00130,32,39.21,1,34.2,0.5,200,91,7,1400,4050,0.187,0.353,0.71,0.62,0.271,0.499,0.0,0.126,0.364,0.0,4.0,0.813,2,4,0.212,0,0.728,0.272,0.651,1.6,9,5,1,0.256,17.5,0.649
C00131,19,32.03,2,36.1,4.6,200,138,61,12200,20995,0.301,0.473,0.545,0.426,0.088,0.247,1.0,0.327,0.257,1.3,11.3,0.454,2,1,0.223,0,0.559,0.44099999999999995,0.585,3.6,6,4,0,0.172,27.5,0.536
C00132,39,15.4,1,33.5,2.4,674,51,22,14828,35325,0.25,0.283,0.692,0.2,0.133,0.053,2.1,0.458,0.169,1.4,2.6,0.469,3,3,0.08,0,0.863,0.137,0.119,1.8,9,4,1,0.464,34.1,0.457
C00133,25,17.22,1,35.5,1.8,200,36,20,4000,12472,0.188,0.446,0.598,0.196,0.118,0.471,0.0,0.469,0.629,0.0,8.5,0.568,4,1,0.125,0,0.524,0.476,0.465,0.9,7,3,1,0.344,28.3,0.453
C00134,44,43.23,2,37.1,4.2,200,1,42,8400,21090,0.156,0.138,0.671,0.258,0.077,0.483,1.8,0.098,0.222,3.2,3.9,0.601,2,2,0.333,2,0.748,0.252,0.216,0.4,5,3,4,0.549,23.7,0.465
C00135,27,20.41,2,26.6,3.8,445,2,40,17800,51716,0.381,0.594,0.616,0.129,0.54,0.663,0.7,0.41,0.157,1.3,5.3,0.551,3,1,0.582,0,0.563,0.43700000000000006,0.423,1.8,9,2,0,0.573,25.2,0.383
C00136,57,19.65,1,32.4,4.2,200,10,43,8600,25727,0.203,0.509,0.668,0.304,0.244,0.295,1.7,0.676,0.308,2.8,2.5,0.543,4,2,0.099,0,0.584,0.41600000000000004,0.474,4.5,2,4,1,0.298,38.8,0.301
C00137,29,14.51,1,28.7,4.9,200,9,63,12600,25287,0.188,0.706,0.876,0.055,0.573,0.42,0.0,0.195,0.321,0.0,1.0,0.719,2,4,0.099,1,0.612,0.388,0.51,6.5,7,4,3,0.168,17.3,0.427
C00138,34,30.97,2,41.4,4.1,200,13,44,8800,28612,0.192,0.418,0.709,0.573,0.104,0.33,6.8,0.796,0.138,9.3,1.0,0.52,2,4,0.263,0,0.529,0.471,0.519,0.2,8,3,3,0.514,62.9,0.271
C00139,48,76.28,3,55.3,2.3,270,16,26,7020,16986,0.28,0.696,0.558,0.19,0.255,0.09,2.6,0.321,0.23,2.2,4.6,0.676,5,1,0.31,0,0.666,0.33399999999999996,0.712,6.3,10,5,2,0.251,40.3,0.463
C00140,23,13.64,3,36.3,1.6,200,20,22,4400,8450,0.491,0.632,0.724,0.333,0.151,0.381,0.0,0.35,0.077,0.0,1.9,0.75,3,2,0.196,2,0.368,0.632,0.744,0.5,4,4,1,0.258,25.0,0.476
C00141,41,24.86,1,37.7,8.9,200,25,74,14800,47816,0.186,0.59,0.94,0.11,0.09,0.278,1.8,0.326,0.171,1.8,3.4,0.854,4,1,0.415,0,0.661,0.33899999999999997,0.456,2.3,3,5,1,0.339,30.8,0.303
C00142,54,53.34,2,32.6,5.6,200,5,61,12200,28495,0.27,0.572,0.23,0.425,0.184,0.375,5.1,0.476,0.263,4.2,5.5,0.654,4,1,0.275,0,0.728,0.272,0.443,1.4,6,5,2,0.426,44.1,0.32
C00143,19,23.48,1,34.0,7.7,200,2,97,19400,58212,0.514,0.157,0.546,0.126,0.197,0.546,0.0,0.626,0.088,0.0,6.2,0.357,3,1,0.219,2,0.831,0.16900000000000004,0.502,3.0,6,4,1,0.123,32.4,0.219
C00144,40,31.46,1,40.8,6.0,477,50,53,25281,65631,0.232,0.419,0.392,0.062,0.692,0.385,0.0,0.622,0.231,0.0,2.9,0.531,1,5,0.23,0,0.419,0.581,0.26,1.9,9,1,2,0.356,35.0,0.316
C00145,41,13.68,2,36.2,3.0,355,35,35,12425,28127,0.151,0.513,0.825,0.333,0.206,0.492,1.0,0.268,0.448,1.5,1.5,0.605,4,1,0.237,0,0.636,0.364,0.305,1.2,5,4,2,0.737,25.8,0.482
C00146,47,31.05,2,30.1,3.8,200,26,36,7200,22462,0.243,0.157,0.415,0.685,0.478,0.385,1.6,0.15,0.315,1.2,6.0,0.727,2,4,0.186,0,0.55,0.44999999999999996,0.625,0.2,8,1,3,0.303,21.8,0.487
C00147,23,22.13,1,15.6,2.8,200,45,37,7400,19750,0.366,0.406,0.568,0.261,0.352,0.434,2.9,0.165,0.195,3.9,2.1,0.742,2,2,0.059,1,0.513,0.487,0.398,0.1,8,4,0,0.262,20.8,0.529
C00148,22,42.19,1,47.5,0.5,200,79,5,1000,2281,0.181,0.507,0.762,0.046,0.03,0.602,4.8,0.317,0.22,5.2,11.0,0.775,1,2,0.117,1,0.57,0.43000000000000005,0.29,0.7,9,5,3,0.659,44.3,0.579
C00149,44,47.14,1,21.0,3.9,717,25,39,27963,48074,0.261,0.281,0.291,0.204,0.344,0.448,3.5,0.161,0.073,4.7,7.0,0.351,1,2,0.242,2,0.335,0.665,0.113,3.4,8,5,1,0.092,24.8,0.48
C00150,42,101.93,3,44.6,8.5,311,46,99,30789,101323,0.433,0.562,0.71,0.325,0.336,0.159,0.3,0.48,0.199,0.3,5.5,0.623,0,2,0.213,1,0.342,0.6579999999999999,0.188,2.4,10,3,3,0.263,33.2,0.29
C00151,41,33.74,3,43.6,2.2,200,138,20,4000,6284,0.347,0.388,0.828,0.148,0.611,0.237,0.0,0.51,0.263,0.0,1.1,0.323,3,2,0.099,1,0.808,0.19199999999999995,0.331,1.4,9,5,2,0.621,32.7,0.542
C00152,42,29.35,1,31.3,4.0,364,82,39,14196,45802,0.039,0.561,0.551,0.447,0.498,0.485,0.0,0.528,0.443,0.0,1.8,0.715,4,3,0.159,1,0.557,0.44299999999999995,0.829,1.9,5,5,1,0.63,28.4,0.43
C00153,30,27.3,1,40.1,4.8,200,25,50,10000,22199,0.445,0.466,0.399,0.614,0.198,0.745,3.1,0.781,0.235,5.2,7.6,0.355,3,2,0.199,0,0.79,0.20999999999999996,0.378,2.2,10,5,3,0.312,49.7,0.271
C00154,41,20.2,3,30.4,1.0,200,47,10,2000,5557,0.151,0.317,0.361,0.23,0.149,0.43,2.6,0.406,0.148,1.6,1.0,0.827,4,2,0.13,1,0.534,0.46599999999999997,0.818,0.2,5,5,1,0.467,32.9,0.504
C00155,42,29.55,3,34.9,2.3,222,9,26,5772,19304,0.162,0.391,0.705,0.183,0.202,0.137,4.1,0.676,0.308,4.4,6.1,0.88,2,3,0.232,0,0.391,0.609,0.513,1.0,5,3,2,0.313,47.8,0.349
C00156,29,20.85,2,31.6,0.8,200,37,9,1800,3246,0.294,0.534,0.538,0.219,0.313,0.549,2.5,0.355,0.742,2.9,2.1,0.363,2,2,0.161,1,0.366,0.634,0.58,5.3,9,5,0,0.511,31.5,0.514
C00157,60,26.91,1,48.0,1.4,200,179,16,3200,8428,0.366,0.298,0.181,0.285,0.093,0.152,0.3,0.547,0.063,0.2,6.4,0.382,3,2,0.201,2,0.66,0.33999999999999997,0.252,3.3,8,5,0,0.497,36.6,0.596
C00158,44,50.64,1,25.6,1.5,200,33,18,3600,10904,0.667,0.534,0.631,0.17,0.459,0.462,1.6,0.439,0.258,1.7,3.2,0.465,2,3,0.114,1,0.325,0.675,0.604,0.2,4,5,1,0.416,28.7,0.466
C00159,24,14.1,2,22.9,0.8,200,118,8,1600,4824,0.123,0.307,0.608,0.252,0.568,0.459,0.0,0.358,0.481,0.0,3.0,0.483,4,3,0.169,3,0.557,0.44299999999999995,0.483,0.8,3,5,1,0.255,19.9,0.602
C00160,46,45.92,2,32.7,6.7,341,24,59,20119,51329,0.33,0.552,0.472,0.009,0.06,0.219,3.2,0.399,0.214,2.7,4.8,0.72,1,2,0.133,2,0.621,0.379,0.425,0.6,4,4,0,0.848,35.6,0.336
C00161,26,50.62,1,28.4,2.2,942,304,28,26376,72520,0.404,0.569,0.714,0.15,0.118,0.278,0.8,0.289,0.081,1.2,6.6,0.524,1,3,0.065,2,0.589,0.41100000000000003,0.688,1.2,10,4,2,0.396,22.7,0.791
C00162,47,22.99,2,32.5,3.2,200,39,42,8400,25326,0.232,0.225,0.171,0.27,0.034,0.114,3.9,0.581,0.326,2.1,4.7,0.232,4,1,0.124,1,0.502,0.498,0.152,10.1,8,4,0,0.475,43.3,0.387
C00163,52,7.64,1,32.7,1.3,200,2,12,2400,7637,0.554,0.439,0.711,0.136,0.122,0.359,2.4,0.47,0.114,1.9,2.4,0.281,1,2,0.263,0,0.746,0.254,0.327,2.2,9,3,0,0.369,35.1,0.428
C00164,28,17.56,3,18.9,5.1,200,40,53,10600,32050,0.651,0.503,0.757,0.226,0.289,0.139,5.2,0.317,0.472,7.5,1.5,0.257,6,6,0.158,3,0.514,0.486,0.609,0.4,4,4,1,0.478,34.2,0.419
C00165,50,50.07,1,35.6,6.6,200,14,73,14600,32237,0.337,0.543,0.795,0.272,0.157,0.23,2.8,0.188,0.046,4.0,7.5,0.56,3,0,0.235,1,0.654,0.346,0.593,3.8,7,5,1,0.399,29.1,0.391
C00166,43,24.23,1,30.8,4.7,200,1,53,10600,37031,0.089,0.441,0.769,0.089,0.232,0.193,2.3,0.113,0.341,2.1,2.9,0.646,2,1,0.125,3,0.475,0.525,0.494,2.2,8,1,2,0.503,23.3,0.448
C00167,48,14.16,2,24.0,3.2,200,77,38,7600,18004,0.086,0.15,0.566,0.141,0.015,0.331,0.9,0.133,0.089,1.4,6.1,0.531,1,1,0.066,2,0.504,0.496,0.126,4.9,8,4,4,0.229,16.6,0.563
C00168,61,18.59,2,29.2,2.3,200,15,19,3800,5886,0.31,0.566,0.616,0.536,0.109,0.311,0.6,0.306,0.113,0.7,20.0,0.547,2,1,0.228,1,0.386,0.614,0.485,1.7,7,5,2,0.478,22.8,0.466
C00169,35,38.95,3,39.5,1.2,200,72,15,3000,6676,0.35,0.494,0.449,0.124,0.046,0.47,1.3,0.097,0.499,1.7,4.1,0.377,2,0,0.388,2,0.533,0.46699999999999997,0.486,5.5,3,5,0,0.155,23.0,0.619
C00170,29,33.14,2,37.5,7.2,200,15,60,12000,21067,0.509,0.56,0.492,0.111,0.042,0.324,3.7,0.242,0.209,3.7,1.3,0.478,1,4,0.218,1,0.57,0.43000000000000005,0.551,4.8,9,5,2,0.767,34.5,0.361
C00171,27,21.51,1,41.5,1.3,200,10,14,2800,4880,0.29,0.483,0.563,0.412,0.298,0.061,0.0,0.44,0.033,0.0,8.0,0.484,2,1,0.185,0,0.693,0.30700000000000005,0.305,0.2,8,4,0,0.093,29.8,0.446
C00172,28,20.05,2,34.4,4.1,200,164,53,10600,21869,0.244,0.644,0.655,0.327,0.231,0.536,1.5,0.365,0.254,2.4,1.3,0.79,3,1,0.285,3,0.521,0.479,0.236,4.3,7,3,1,0.352,29.7,0.566
C00173,37,19.78,1,33.9,4.9,200,20,52,10400,16710,0.314,0.429,0.212,0.378,0.354,0.471,0.0,0.179,0.249,0.0,1.2,0.768,5,2,0.319,0,0.645,0.355,0.27,0.3,10,5,0,0.133,18.9,0.444
C00174,42,14.77,3,31.9,1.5,200,41,13,2600,7480,0.277,0.141,0.57,0.399,0.284,0.503,2.0,0.283,0.386,1.7,1.0,0.389,0,1,0.517,0,0.676,0.32399999999999995,0.437,0.3,9,4,0,0.459,27.8,0.522
C00175,41,59.65,2,35.1,6.5,245,42,90,22050,36338,0.2,0.542,0.7,0.358,0.33,0.399,1.3,0.552,0.118,2.2,1.0,0.257,2,3,0.316,2,0.454,0.546,0.127,0.4,7,5,1,0.245,34.9,0.315
C00176,48,20.55,2,43.8,4.4,639,37,59,37701,71880,0.621,0.462,0.813,0.501,0.102,0.827,2.4,0.192,0.315,2.6,7.9,0.418,1,4,0.178,1,0.543,0.45699999999999996,0.768,6.3,2,3,0,0.386,31.2,0.471
C00177,38,47.92,1,32.9,7.4,200,111,93,18600,31356,0.313,0.654,0.679,0.337,0.336,0.501,0.5,0.74,0.51,0.3,1.0,0.262,5,1,0.065,1,0.803,0.19699999999999995,0.242,1.7,9,1,2,0.239,37.0,0.312
C00178,55,56.64,2,37.7,3.3,200,50,35,7000,11384,0.091,0.28,0.407,0.391,0.133,0.306,1.6,0.243,0.495,0.9,1.0,0.552,4,2,0.404,0,0.613,0.387,0.382,1.0,7,4,1,0.362,27.6,0.498
C00179,35,42.48,3,31.0,1.1,200,23,10,2000,4071,0.272,0.525,0.645,0.386,0.394,0.274,3.1,0.274,0.53,3.5,1.7,0.669,5,1,0.256,1,0.638,0.362,0.758,0.1,7,3,1,0.072,30.8,0.515
C00180,71,19.35,3,33.2,1.8,200,89,25,5000,13219,0.452,0.415,0.676,0.033,0.409,0.213,1.6,0.313,0.266,1.8,5.0,0.52,4,5,0.212,0,0.383,0.617,0.358,0.3,8,5,1,0.182,27.9,0.558
C00181,46,30.63,1,22.4,3.6,534,9,40,21360,73251,0.344,0.355,0.605,0.222,0.117,0.377,4.7,0.319,0.252,7.3,1.7,0.635,3,1,0.428,1,0.521,0.479,0.272,0.5,8,4,1,0.403,34.0,0.423
C00182,28,24.21,1,32.2,3.1,200,35,41,8200,26659,0.175,0.918,0.599,0.193,0.339,0.11,0.5,0.523,0.243,0.7,1.5,0.69,2,1,0.337,3,0.63,0.37,0.432,0.5,8,4,2,0.328,30.2,0.403
C00183,25,14.92,3,27.9,1.8,200,135,18,3600,11707,0.621,0.318,0.682,0.076,0.327,0.069,0.2,0.32,0.207,0.3,2.7,0.71,4,1,0.429,3,0.829,0.17100000000000004,0.634,0.2,6,2,2,0.154,21.4,0.606
C00184,44,29.32,3,32.2,0.5,200,44,5,1000,1852,0.401,0.502,0.659,0.336,0.055,0.378,4.1,0.631,0.391,4.0,1.0,0.378,7,1,0.304,0,0.443,0.5569999999999999,0.638,0.2,5,3,0,0.373,45.3,0.446
C00185,35,12.83,1,44.1,3.5,234,76,49,11466,23274,0.128,0.204,0.935,0.218,0.075,0.387,0.5,0.61,0.347,0.7,2.7,0.3,4,3,0.214,0,0.76,0.24,0.18,0.9,0,5,0,0.047,37.6,0.411
C00186,47,47.14,2,38.3,7.8,200,48,87,17400,28758,0.094,0.442,0.825,0.224,0.066,0.11,1.1,0.485,0.097,2.0,18.4,0.245,4,2,0.064,0,0.446,0.554,0.752,2.0,0,3,2,0.385,33.5,0.309
C00187,44,19.0,1,12.1,3.7,200,82,33,6600,20176,0.178,0.379,0.648,0.244,0.237,0.68,2.1,0.549,0.18,1.3,6.4,0.445,3,2,0.097,1,0.816,0.18400000000000005,0.611,2.1,10,4,0,0.547,28.2,0.431
C00188,37,27.4,3,49.1,4.3,200,130,40,8000,13117,0.035,0.138,0.56,0.264,0.095,0.175,1.2,0.307,0.321,1.9,1.0,0.617,3,1,0.289,1,0.562,0.43799999999999994,0.407,0.8,10,5,1,0.392,32.8,0.541
C00189,28,28.67,1,33.5,4.3,288,14,47,13536,35375,0.574,0.52,0.281,0.212,0.045,0.485,1.0,0.322,0.192,1.6,4.3,0.795,2,2,0.163,1,0.769,0.23099999999999998,0.27,0.2,7,4,0,0.478,26.4,0.409
C00190,20,21.28,1,30.8,3.6,200,8,30,6000,11975,0.254,0.387,0.624,0.134,0.242,0.189,0.0,0.443,0.119,0.0,2.5,0.568,5,2,0.103,1,0.793,0.20699999999999996,0.591,2.3,5,5,2,0.143,25.6,0.384
C00191,33,33.88,3,26.5,5.2,200,30,56,11200,22253,0.101,0.306,0.533,0.081,0.325,0.341,4.4,0.443,0.071,4.0,7.0,0.742,2,1,0.079,1,0.758,0.242,0.062,2.7,7,4,0,0.696,38.4,0.368
C00192,48,18.89,1,40.9,3.5,200,54,37,7400,25763,0.271,0.215,0.746,0.321,0.084,0.408,1.1,0.389,0.616,1.2,1.0,0.653,9,3,0.359,2,0.303,0.6970000000000001,0.607,3.0,3,4,1,0.303,31.7,0.453
C00193,41,39.62,2,36.5,3.0,497,12,38,18886,56914,0.089,0.334,0.428,0.166,0.264,0.281,0.7,0.525,0.165,0.6,1.1,0.486,7,9,0.265,0,0.344,0.656,0.585,6.6,8,4,0,0.228,32.7,0.379
C00194,23,11.7,2,26.6,0.9,200,1,9,1800,5713,0.453,0.509,0.666,0.079,0.249,0.182,0.6,0.594,0.205,0.6,6.3,0.627,7,2,0.206,1,0.897,0.10299999999999998,0.711,0.1,5,4,0,0.431,30.4,0.4
C00195,40,26.3,1,24.6,2.6,873,19,36,31428,83095,0.378,0.676,0.811,0.019,0.334,0.155,2.2,0.225,0.12,4.3,7.6,0.508,5,1,0.157,0,0.432,0.5680000000000001,0.396,0.6,6,3,1,0.415,23.8,0.487
C00196,43,71.27,2,48.5,5.5,225,156,50,11250,36473,0.391,0.256,0.677,0.196,0.464,0.121,5.3,0.418,0.513,6.2,3.0,0.605,5,1,0.061,0,0.522,0.478,0.392,2.1,9,5,4,0.234,49.4,0.506
C00197,27,14.15,2,25.2,1.9,200,53,22,4400,12280,0.29,0.471,0.692,0.451,0.035,0.139,0.9,0.258,0.29,1.6,1.0,0.328,5,3,0.075,0,0.561,0.43899999999999995,0.28,0.0,8,4,2,0.395,20.8,0.532
C00198,40,16.9,1,20.8,3.3,200,23,28,5600,18997,0.346,0.394,0.732,0.189,0.187,0.284,0.0,0.215,0.031,0.0,9.0,0.524,1,1,0.239,0,0.23,0.77,0.035,0.1,4,5,2,0.805,14.8,0.477
C00199,39,32.55,2,26.8,4.2,200,10,52,10400,21452,0.226,0.424,0.893,0.321,0.136,0.606,5.5,0.416,0.051,6.4,1.9,0.289,3,2,0.245,0,0.729,0.271,0.447,1.3,3,4,1,0.374,41.3,0.379
C00200,24,27.08,3,37.0,4.7,200,20,66,13200,35516,0.412,0.357,0.565,0.056,0.004,0.259,1.8,0.525,0.387,3.6,1.0,0.464,3,1,0.364,2,0.836,0.16400000000000003,0.439,2.1,8,5,1,0.368,36.5,0.345
C00201,42,29.75,3,37.7,5.8,200,8,75,15000,43204,0.404,0.301,0.371,0.157,0.625,0.781,1.4,0.672,0.193,2.5,6.8,0.786,2,0,0.276,0,0.551,0.44899999999999995,0.693,2.9,4,5,2,0.213,39.9,0.26
C00202,45,32.11,1,44.2,3.4,270,5,39,10530,24070,0.297,0.522,0.314,0.209,0.079,0.15,1.8,0.475,0.292,2.2,2.2,0.702,2,1,0.244,1,0.314,0.6859999999999999,0.274,0.7,5,4,1,0.585,37.9,0.377
C00203,51,34.78,1,32.2,0.8,200,107,9,1800,5867,0.522,0.134,0.32,0.159,0.165,0.042,0.0,0.387,0.488,0.0,1.0,0.595,3,0,0.207,0,0.196,0.804,0.215,2.4,8,5,1,0.387,24.5,0.581
C00204,51,45.17,1,28.5,3.1,200,272,40,8000,27677,0.452,0.41,0.464,0.222,0.094,0.711,1.8,0.389,0.381,1.1,6.5,0.868,4,2,0.311,0,0.674,0.32599999999999996,0.582,1.2,10,4,2,0.537,29.0,0.703
C00205,21,30.73,2,42.8,3.3,200,8,45,9000,22388,0.119,0.195,0.693,0.353,0.115,0.452,3.1,0.166,0.311,3.7,2.4,0.373,3,2,0.027,2,0.692,0.30800000000000005,0.744,2.0,8,1,2,0.406,32.3,0.475
C00206,27,21.48,2,30.4,0.5,1026,3,7,7182,16384,0.123,0.492,0.555,0.229,0.419,0.468,3.9,0.194,0.33,4.1,3.7,0.533,1,0,0.207,0,0.236,0.764,0.436,2.8,7,5,0,0.349,30.8,0.532
C00207,44,35.51,2,24.2,6.2,270,18,64,17280,42230,0.093,0.536,0.592,0.089,0.132,0.116,1.0,0.323,0.398,1.6,6.9,0.472,5,1,0.212,0,0.425,0.575,0.251,0.7,9,5,1,0.156,22.7,0.365
C00208,44,69.75,1,42.2,5.1,200,28,71,14200,45518,0.16,0.559,0.536,0.107,0.418,0.267,2.8,0.628,0.109,1.5,3.0,0.43,2,1,0.206,2,0.834,0.16600000000000004,0.566,1.1,6,5,0,0.269,45.0,0.313
C00209,44,22.81,1,40.9,3.7,200,10,33,6600,18420,0.344,0.305,0.897,0.114,0.236,0.412,3.9,0.314,0.225,6.8,1.0,0.408,2,2,0.219,1,0.809,0.19099999999999995,0.48,2.0,1,2,2,0.493,38.6,0.423
C00210,75,14.35,2,43.3,5.3,314,16,50,15700,24956,0.692,0.182,0.656,0.41,0.062,0.537,1.4,0.196,0.392,1.6,13.3,0.538,4,3,0.021,0,0.674,0.32599999999999996,0.422,0.7,8,5,0,0.49,27.8,0.424
C00211,45,45.1,2,41.1,2.5,200,10,21,4200,10854,0.288,0.064,0.778,0.265,0.448,0.346,3.3,0.158,0.188,4.0,1.4,0.435,2,10,0.102,4,0.653,0.347,0.056,7.0,4,3,0,0.494,32.1,0.5
C00212,52,22.96,1,29.4,4.1,200,67,39,7800,11970,0.314,0.169,0.619,0.174,0.687,0.09,2.3,0.417,0.051,1.8,20.0,0.692,3,3,0.012,1,0.607,0.393,0.133,3.2,2,2,1,0.525,31.9,0.444
C00213,49,7.43,2,25.4,2.1,200,56,26,5200,15897,0.381,0.767,0.649,0.119,0.317,0.082,0.0,0.145,0.327,0.0,1.0,0.875,1,0,0.059,2,0.179,0.821,0.383,2.5,3,1,1,0.232,14.5,0.564
C00214,46,39.1,1,44.2,3.2,200,45,42,8400,18116,0.351,0.635,0.631,0.23,0.494,0.649,0.0,0.262,0.378,0.0,2.6,0.857,1,0,0.086,3,0.319,0.681,0.77,3.3,3,4,0,0.38,25.5,0.489
C00215,34,18.28,3,28.7,1.2,200,22,15,3000,7332,0.171,0.537,0.333,0.171,0.059,0.332,3.5,0.638,0.311,6.2,4.9,0.812,1,1,0.085,2,0.752,0.248,0.671,0.7,8,4,0,0.462,42.2,0.402
