date,day_of_week,is_weekend,hour,shift,calls_received,calls_abandoned,calls_resolved,total_call_duration_min,avg_wait_time_min,base_lambda,abandon_rate,resolution_rate
1/13/2024,Sat,TRUE,9,Morning,32,1,27,183.2,3.26,28,0.031,0.844
1/13/2024,Sat,TRUE,10,Morning,30,4,23,115.5,7.72,32.66,0.133,0.767
1/13/2024,Sat,TRUE,11,Morning,35,1,29,165.9,1.14,31.11,0.029,0.829
1/13/2024,Sat,TRUE,12,Morning,18,2,12,56.5,4.98,24.89,0.111,0.667
1/13/2024,Sat,TRUE,13,Morning,29,3,22,135.9,1.47,26.44,0.103,0.759
1/13/2024,Sat,TRUE,14,Evening,31,1,24,130.6,9.83,31.11,0.032,0.774
1/13/2024,Sat,TRUE,15,Evening,32,0,23,147.1,0.67,29.55,0,0.719
1/13/2024,Sat,TRUE,16,Evening,29,3,23,144.9,1.03,26.44,0.103,0.793
1/13/2024,Sat,TRUE,17,Evening,19,1,17,53.8,2.09,21.78,0.053,0.895
1/13/2024,Sat,TRUE,18,Evening,22,2,13,83.2,0.13,17.11,0.091,0.591
1/13/2024,Sat,TRUE,19,Evening,18,1,16,63.2,2.85,14,0.056,0.889
1/13/2024,Sat,TRUE,20,Night,10,1,7,38.7,0.55,10.89,0.1,0.7
1/13/2024,Sat,TRUE,21,Night,8,0,8,32.8,0.53,9.33,0,1
1/13/2024,Sat,TRUE,22,Night,8,1,4,23.1,0.44,7.78,0.125,0.5
1/13/2024,Sat,TRUE,23,Night,9,1,8,50.1,0.45,6.22,0.111,0.889
1/14/2024,Sun,TRUE,0,Night,2,0,1,5.5,0.75,4.67,0,0.5
1/14/2024,Sun,TRUE,1,Night,3,0,3,6.6,0.25,3.11,0,1
1/14/2024,Sun,TRUE,2,Night,1,1,0,2.9,0.32,2.34,1,0
1/14/2024,Sun,TRUE,3,Night,2,0,2,19.6,0.03,1.87,0,1
1/14/2024,Sun,TRUE,4,Night,1,0,1,0.7,0.24,2.34,0,1
1/14/2024,Sun,TRUE,5,Night,0,0,0,0,0,4.67,0,0
1/14/2024,Sun,TRUE,6,Morning,9,1,5,68.3,1.98,10.9,0.111,0.556
1/14/2024,Sun,TRUE,7,Morning,24,4,18,104.4,0.44,17.12,0.167,0.75
1/14/2024,Sun,TRUE,8,Morning,28,2,23,140.6,1.51,23.35,0.071,0.821
1/14/2024,Sun,TRUE,9,Morning,30,2,22,169.1,0.69,28.02,0.067,0.733
1/14/2024,Sun,TRUE,10,Morning,26,2,21,112.4,2.08,32.69,0.077,0.808
1/14/2024,Sun,TRUE,11,Morning,27,2,23,171.3,1.97,31.13,0.074,0.852
1/14/2024,Sun,TRUE,12,Morning,30,3,22,82.6,4.73,24.91,0.1,0.733
1/14/2024,Sun,TRUE,13,Morning,24,2,19,96.1,5.32,26.46,0.083,0.792
1/14/2024,Sun,TRUE,14,Evening,44,4,35,235.8,2.32,31.13,0.091,0.795
1/14/2024,Sun,TRUE,15,Evening,30,2,27,138.5,8.67,29.58,0.067,0.9
1/14/2024,Sun,TRUE,16,Evening,20,1,17,110.2,2.41,26.46,0.05,0.85
1/14/2024,Sun,TRUE,17,Evening,32,1,25,157.4,1.03,21.79,0.031,0.781
1/14/2024,Sun,TRUE,18,Evening,14,1,12,76,0.49,17.12,0.071,0.857
1/14/2024,Sun,TRUE,19,Evening,13,3,10,60.5,0.02,14.01,0.231,0.769
1/14/2024,Sun,TRUE,20,Night,8,0,7,29.7,2.95,10.9,0,0.875
1/14/2024,Sun,TRUE,21,Night,9,0,8,38.3,1.39,9.34,0,0.889
1/14/2024,Sun,TRUE,22,Night,6,0,5,21.7,1,7.78,0,0.833
1/14/2024,Sun,TRUE,23,Night,5,0,4,36.8,1.08,6.23,0,0.8
1/15/2024,Mon,FALSE,0,Night,3,0,3,16.5,0.09,8.5,0,1
1/15/2024,Mon,FALSE,1,Night,5,0,4,34.4,0.2,5.67,0,0.8
1/15/2024,Mon,FALSE,2,Night,7,1,5,26.8,0.23,4.25,0.143,0.714
1/15/2024,Mon,FALSE,3,Night,0,0,0,0,0,3.4,0,0
1/15/2024,Mon,FALSE,4,Night,4,0,4,32.2,0.35,4.25,0,1
1/15/2024,Mon,FALSE,5,Night,10,1,8,49.9,0.08,8.5,0.1,0.8
1/15/2024,Mon,FALSE,6,Morning,20,4,16,70.8,0.52,19.83,0.2,0.8
1/15/2024,Mon,FALSE,7,Morning,37,5,30,126.8,4.99,31.16,0.135,0.811
1/15/2024,Mon,FALSE,8,Morning,51,2,41,240.7,0.79,42.49,0.039,0.804
1/15/2024,Mon,FALSE,9,Morning,32,4,24,182.4,9.4,50.99,0.125,0.75
1/15/2024,Mon,FALSE,10,Morning,59,5,50,267.7,10.87,59.49,0.085,0.847
1/15/2024,Mon,FALSE,11,Morning,58,5,42,285,8.47,56.65,0.086,0.724
1/15/2024,Mon,FALSE,12,Morning,43,5,34,215.9,9.97,45.32,0.116,0.791
1/15/2024,Mon,FALSE,13,Morning,42,4,32,171.7,2.41,48.16,0.095,0.762
1/15/2024,Mon,FALSE,14,Evening,53,6,41,212.9,0.1,56.65,0.113,0.774
1/15/2024,Mon,FALSE,15,Evening,45,1,41,209.5,0.49,53.82,0.022,0.911
1/15/2024,Mon,FALSE,16,Evening,60,5,46,264,1.13,48.16,0.083,0.767
1/15/2024,Mon,FALSE,17,Evening,53,6,42,249.9,5.44,39.66,0.113,0.792
1/15/2024,Mon,FALSE,18,Evening,33,3,26,156.4,0.37,31.16,0.091,0.788
1/15/2024,Mon,FALSE,19,Evening,28,1,26,154,3.31,25.49,0.036,0.929
1/15/2024,Mon,FALSE,20,Night,22,2,16,85.6,2.57,19.83,0.091,0.727
1/15/2024,Mon,FALSE,21,Night,11,2,7,50,2.1,17,0.182,0.636
1/15/2024,Mon,FALSE,22,Night,14,0,12,74,0.03,14.16,0,0.857
1/15/2024,Mon,FALSE,23,Night,14,0,10,49.3,1.9,11.33,0,0.714
1/16/2024,Tue,FALSE,0,Night,11,0,10,74.6,0.23,8.51,0,0.909
1/16/2024,Tue,FALSE,1,Night,9,0,9,24.4,0.12,5.67,0,1
1/16/2024,Tue,FALSE,2,Night,4,1,3,16.7,0.87,4.25,0.25,0.75
1/16/2024,Tue,FALSE,3,Night,5,0,5,21.1,1.51,3.4,0,1
1/16/2024,Tue,FALSE,4,Night,5,0,5,9.3,0.66,4.25,0,1
1/16/2024,Tue,FALSE,5,Night,7,1,6,27.5,0.23,8.51,0.143,0.857
1/16/2024,Tue,FALSE,6,Morning,17,1,11,70.3,0.18,19.84,0.059,0.647
1/16/2024,Tue,FALSE,7,Morning,32,2,26,141.5,0.34,31.19,0.062,0.812
1/16/2024,Tue,FALSE,8,Morning,40,2,34,208.7,3.67,42.52,0.05,0.85
1/16/2024,Tue,FALSE,9,Morning,62,4,45,283.2,0.9,51.03,0.065,0.726
1/16/2024,Tue,FALSE,10,Morning,68,4,59,300.9,0.78,59.54,0.059,0.868
1/16/2024,Tue,FALSE,11,Morning,76,11,63,395.4,0.71,56.7,0.145,0.829
1/16/2024,Tue,FALSE,12,Morning,62,7,50,279,6.73,45.36,0.113,0.806
1/16/2024,Tue,FALSE,13,Morning,52,4,41,183.7,1.3,48.2,0.077,0.788
1/16/2024,Tue,FALSE,14,Evening,61,7,50,309.8,6.6,56.7,0.115,0.82
1/16/2024,Tue,FALSE,15,Evening,51,3,41,242.4,2.36,53.86,0.059,0.804
1/16/2024,Tue,FALSE,16,Evening,69,6,57,312.5,6.57,48.2,0.087,0.826
1/16/2024,Tue,FALSE,17,Evening,37,1,31,222.8,2.03,39.69,0.027,0.838
1/16/2024,Tue,FALSE,18,Evening,28,1,22,133.4,2.25,31.19,0.036,0.786
1/16/2024,Tue,FALSE,19,Evening,29,1,25,112.6,2.11,25.51,0.034,0.862
1/16/2024,Tue,FALSE,20,Night,15,2,12,54.8,1.63,19.84,0.133,0.8
1/16/2024,Tue,FALSE,21,Night,8,0,7,29.5,0.39,17.01,0,0.875
1/16/2024,Tue,FALSE,22,Night,8,1,6,31.8,1.12,14.17,0.125,0.75
1/16/2024,Tue,FALSE,23,Night,16,2,13,68.8,0.43,11.34,0.125,0.812
1/17/2024,Wed,FALSE,0,Night,12,1,10,35.6,0.61,8.51,0.083,0.833
1/17/2024,Wed,FALSE,1,Night,5,0,3,11,0.59,5.67,0,0.6
1/17/2024,Wed,FALSE,2,Night,4,0,3,13,0.02,4.26,0,0.75
1/17/2024,Wed,FALSE,3,Night,5,1,4,37.6,0.05,3.4,0.2,0.8
1/17/2024,Wed,FALSE,4,Night,4,0,4,8.8,0.26,4.26,0,1
1/17/2024,Wed,FALSE,5,Night,10,0,10,39.9,0.33,8.51,0,1
1/17/2024,Wed,FALSE,6,Morning,16,3,11,72,1.97,19.86,0.188,0.688
1/17/2024,Wed,FALSE,7,Morning,25,2,21,96.4,1.53,31.21,0.08,0.84
1/17/2024,Wed,FALSE,8,Morning,37,5,27,124.3,8.52,42.56,0.135,0.73
1/17/2024,Wed,FALSE,9,Morning,57,5,42,224.6,1.25,51.07,0.088,0.737
1/17/2024,Wed,FALSE,10,Morning,69,5,58,359.2,0.57,59.58,0.072,0.841
1/17/2024,Wed,FALSE,11,Morning,66,5,52,291.3,1.85,56.75,0.076,0.788
1/17/2024,Wed,FALSE,12,Morning,46,2,39,238.5,3.61,45.4,0.043,0.848
1/17/2024,Wed,FALSE,13,Morning,47,2,39,260.2,22.64,48.23,0.043,0.83
1/17/2024,Wed,FALSE,14,Evening,48,3,39,211.4,5.54,56.75,0.062,0.812
1/17/2024,Wed,FALSE,15,Evening,60,2,57,250.3,10.91,53.91,0.033,0.95
1/17/2024,Wed,FALSE,16,Evening,44,5,35,182.1,3.26,48.23,0.114,0.795
1/17/2024,Wed,FALSE,17,Evening,55,6,38,223.2,3.31,39.72,0.109,0.691
1/17/2024,Wed,FALSE,18,Evening,19,1,16,78.4,1.36,31.21,0.053,0.842
1/17/2024,Wed,FALSE,19,Evening,25,1,19,128.6,1.99,25.54,0.04,0.76
1/17/2024,Wed,FALSE,20,Night,24,1,19,76,3.3,19.86,0.042,0.792
1/17/2024,Wed,FALSE,21,Night,13,0,12,81.4,2.1,17.02,0,0.923
1/17/2024,Wed,FALSE,22,Night,12,0,11,62.6,2.68,14.19,0,0.917
1/17/2024,Wed,FALSE,23,Night,14,2,11,85,0.18,11.35,0.143,0.786
1/18/2024,Thu,FALSE,0,Night,10,0,9,34.3,3.15,8.52,0,0.9
1/18/2024,Thu,FALSE,1,Night,6,0,5,23.2,0.47,5.68,0,0.833
1/18/2024,Thu,FALSE,2,Night,1,0,0,3.6,0.53,4.26,0,0
1/18/2024,Thu,FALSE,3,Night,6,0,5,18.8,0.51,3.41,0,0.833
1/18/2024,Thu,FALSE,4,Night,5,1,4,10.1,0.53,4.26,0.2,0.8
1/18/2024,Thu,FALSE,5,Night,11,0,10,35.7,0.54,8.52,0,0.909
1/18/2024,Thu,FALSE,6,Morning,19,1,16,97.9,0.29,19.88,0.053,0.842
1/18/2024,Thu,FALSE,7,Morning,26,4,17,70.9,1.6,31.24,0.154,0.654
1/18/2024,Thu,FALSE,8,Morning,38,3,31,171,3.84,42.59,0.079,0.816
1/18/2024,Thu,FALSE,9,Morning,50,4,41,245.7,1.49,51.11,0.08,0.82
1/18/2024,Thu,FALSE,10,Morning,47,5,38,231.3,3.88,59.63,0.106,0.809
1/18/2024,Thu,FALSE,11,Morning,64,7,47,309.7,5.88,56.79,0.109,0.734
1/18/2024,Thu,FALSE,12,Morning,36,2,32,155.7,2.34,45.43,0.056,0.889
1/18/2024,Thu,FALSE,13,Morning,48,2,42,220.5,14.69,48.27,0.042,0.875
1/18/2024,Thu,FALSE,14,Evening,59,6,44,294.3,3.03,56.79,0.102,0.746
1/18/2024,Thu,FALSE,15,Evening,52,2,47,211.6,1.06,53.95,0.038,0.904
1/18/2024,Thu,FALSE,16,Evening,56,6,44,297.2,1.46,48.27,0.107,0.786
1/18/2024,Thu,FALSE,17,Evening,37,7,29,133.1,2.88,39.76,0.189,0.784
1/18/2024,Thu,FALSE,18,Evening,38,1,35,149.1,1.53,31.24,0.026,0.921
1/18/2024,Thu,FALSE,19,Evening,28,4,18,133.3,0.63,25.56,0.143,0.643
1/18/2024,Thu,FALSE,20,Night,20,3,13,116.8,0.99,19.88,0.15,0.65
1/18/2024,Thu,FALSE,21,Night,14,1,12,52,2.59,17.04,0.071,0.857
1/18/2024,Thu,FALSE,22,Night,18,2,16,49.1,0.28,14.2,0.111,0.889
1/18/2024,Thu,FALSE,23,Night,10,1,7,45.1,1.92,11.36,0.1,0.7
1/19/2024,Fri,FALSE,0,Night,5,0,5,42.1,0.4,8.53,0,1
1/19/2024,Fri,FALSE,1,Night,5,0,5,7.8,0.19,5.68,0,1
1/19/2024,Fri,FALSE,2,Night,3,1,1,25.5,0.64,4.26,0.333,0.333
1/19/2024,Fri,FALSE,3,Night,3,1,1,21.3,0.2,3.41,0.333,0.333
1/19/2024,Fri,FALSE,4,Night,5,1,3,26,0.34,4.26,0.2,0.6
1/19/2024,Fri,FALSE,5,Night,4,0,4,22,0.04,8.53,0,1
1/19/2024,Fri,FALSE,6,Morning,20,0,17,99,1.22,19.89,0,0.85
1/19/2024,Fri,FALSE,7,Morning,40,5,28,218.9,1.8,31.26,0.125,0.7
1/19/2024,Fri,FALSE,8,Morning,38,1,32,152.3,5.08,42.63,0.026,0.842
1/19/2024,Fri,FALSE,9,Morning,44,3,36,181.4,11.24,51.16,0.068,0.818
1/19/2024,Fri,FALSE,10,Morning,60,4,50,325.9,1.47,59.68,0.067,0.833
1/19/2024,Fri,FALSE,11,Morning,55,5,43,246.1,0.62,56.84,0.091,0.782
1/19/2024,Fri,FALSE,12,Morning,43,4,28,196.7,0.42,45.47,0.093,0.651
1/19/2024,Fri,FALSE,13,Morning,47,4,40,248.5,1.28,48.31,0.085,0.851
1/19/2024,Fri,FALSE,14,Evening,49,5,34,193.3,7.94,56.84,0.102,0.694
1/19/2024,Fri,FALSE,15,Evening,59,3,49,213.1,2.08,54,0.051,0.831
1/19/2024,Fri,FALSE,16,Evening,39,2,31,187.6,3.51,48.31,0.051,0.795
1/19/2024,Fri,FALSE,17,Evening,38,4,27,188.2,4.23,39.79,0.105,0.711
1/19/2024,Fri,FALSE,18,Evening,32,1,28,148.7,4.92,31.26,0.031,0.875
1/19/2024,Fri,FALSE,19,Evening,24,0,23,75.8,1.9,25.58,0,0.958
1/19/2024,Fri,FALSE,20,Night,28,3,25,77.8,0.32,19.89,0.107,0.893
1/19/2024,Fri,FALSE,21,Night,18,3,15,71.2,0.42,17.05,0.167,0.833
1/19/2024,Fri,FALSE,22,Night,16,2,13,120,1.36,14.21,0.125,0.812
1/19/2024,Fri,FALSE,23,Night,8,1,7,20.6,0.15,11.37,0.125,0.875
1/20/2024,Sat,TRUE,0,Night,2,0,2,6.7,0.24,4.69,0,1
1/20/2024,Sat,TRUE,1,Night,4,0,4,10.9,0.49,3.13,0,1
1/20/2024,Sat,TRUE,2,Night,2,0,1,1.8,0.09,2.35,0,0.5
1/20/2024,Sat,TRUE,3,Night,1,0,0,1,0.21,1.88,0,0
1/20/2024,Sat,TRUE,4,Night,3,0,3,14.3,0.03,2.35,0,1
1/20/2024,Sat,TRUE,5,Night,5,1,4,47.4,2.11,4.69,0.2,0.8
1/20/2024,Sat,TRUE,6,Morning,7,1,4,24.7,1.33,10.95,0.143,0.571
1/20/2024,Sat,TRUE,7,Morning,16,5,10,70.7,3.9,17.21,0.312,0.625
1/20/2024,Sat,TRUE,8,Morning,25,3,19,117.2,4.16,23.47,0.12,0.76
1/20/2024,Sat,TRUE,9,Morning,34,3,28,182,2.65,28.16,0.088,0.824
1/20/2024,Sat,TRUE,10,Morning,34,3,25,120.3,0.96,32.85,0.088,0.735
1/20/2024,Sat,TRUE,11,Morning,33,2,30,165.8,1.68,31.29,0.061,0.909
1/20/2024,Sat,TRUE,12,Morning,22,2,16,100.2,0.22,25.03,0.091,0.727
1/20/2024,Sat,TRUE,13,Morning,32,3,28,141.4,3.56,26.59,0.094,0.875
1/20/2024,Sat,TRUE,14,Evening,21,0,17,85.3,0.26,31.29,0,0.81
1/20/2024,Sat,TRUE,15,Evening,33,5,24,147,3.2,29.72,0.152,0.727
1/20/2024,Sat,TRUE,16,Evening,28,1,26,122.2,3.16,26.59,0.036,0.929
1/20/2024,Sat,TRUE,17,Evening,28,1,23,113.1,0.95,21.9,0.036,0.821
1/20/2024,Sat,TRUE,18,Evening,13,1,10,92.8,3.96,17.21,0.077,0.769
1/20/2024,Sat,TRUE,19,Evening,17,1,14,85.3,0.57,14.08,0.059,0.824
1/20/2024,Sat,TRUE,20,Night,17,2,14,61.5,1.21,10.95,0.118,0.824
1/20/2024,Sat,TRUE,21,Night,6,1,4,26.2,0,9.39,0.167,0.667
1/20/2024,Sat,TRUE,22,Night,10,0,9,29.9,0.6,7.82,0,0.9
1/20/2024,Sat,TRUE,23,Night,3,1,2,18.3,0.02,6.26,0.333,0.667
1/21/2024,Sun,TRUE,0,Night,4,1,3,20.4,0.33,4.7,0.25,0.75
1/21/2024,Sun,TRUE,1,Night,5,0,5,18.6,1.1,3.13,0,1
1/21/2024,Sun,TRUE,2,Night,4,0,4,14.5,0.79,2.35,0,1
1/21/2024,Sun,TRUE,3,Night,2,0,2,2.1,0.21,1.88,0,1
1/21/2024,Sun,TRUE,4,Night,0,0,0,0,0,2.35,0,0
1/21/2024,Sun,TRUE,5,Night,4,0,4,29.4,0.69,4.7,0,1
1/21/2024,Sun,TRUE,6,Morning,16,0,10,56.2,0.7,10.96,0,0.625
1/21/2024,Sun,TRUE,7,Morning,23,0,20,87.9,0.21,17.22,0,0.87
1/21/2024,Sun,TRUE,8,Morning,20,2,17,95.8,1.94,23.48,0.1,0.85
1/21/2024,Sun,TRUE,9,Morning,22,0,17,99.8,0.73,28.18,0,0.773
1/21/2024,Sun,TRUE,10,Morning,28,2,24,100.6,6.51,32.88,0.071,0.857
1/21/2024,Sun,TRUE,11,Morning,36,4,28,140,1.79,31.31,0.111,0.778
1/21/2024,Sun,TRUE,12,Morning,22,3,16,95.2,0.61,25.05,0.136,0.727
1/21/2024,Sun,TRUE,13,Morning,29,4,21,131.8,17.19,26.62,0.138,0.724
1/21/2024,Sun,TRUE,14,Evening,26,6,16,143.3,1.96,31.31,0.231,0.615
1/21/2024,Sun,TRUE,15,Evening,23,3,16,101.2,8.72,29.75,0.13,0.696
1/21/2024,Sun,TRUE,16,Evening,21,0,17,129.9,3.88,26.62,0,0.81
1/21/2024,Sun,TRUE,17,Evening,19,2,17,104.2,7.37,21.92,0.105,0.895
1/21/2024,Sun,TRUE,18,Evening,16,3,10,71.4,5.29,17.22,0.188,0.625
1/21/2024,Sun,TRUE,19,Evening,15,1,13,59.2,2.1,14.09,0.067,0.867
1/21/2024,Sun,TRUE,20,Night,12,1,11,55.6,4.14,10.96,0.083,0.917
1/21/2024,Sun,TRUE,21,Night,12,3,8,66.5,2.6,9.39,0.25,0.667
1/21/2024,Sun,TRUE,22,Night,5,1,4,15.9,1.38,7.83,0.2,0.8
1/21/2024,Sun,TRUE,23,Night,7,0,6,19.6,0.09,6.26,0,0.857
1/22/2024,Mon,FALSE,0,Night,5,1,4,30.4,2.06,8.55,0.2,0.8
1/22/2024,Mon,FALSE,1,Night,8,0,7,29.8,2.17,5.7,0,0.875
1/22/2024,Mon,FALSE,2,Night,2,0,2,15.9,0.1,4.27,0,1
1/22/2024,Mon,FALSE,3,Night,4,0,3,12.6,0.09,3.42,0,0.75
1/22/2024,Mon,FALSE,4,Night,4,0,4,12.5,0.09,4.27,0,1
1/22/2024,Mon,FALSE,5,Night,8,1,5,47.8,0.52,8.55,0.125,0.625
1/22/2024,Mon,FALSE,6,Morning,18,2,13,77,0.46,19.94,0.111,0.722
1/22/2024,Mon,FALSE,7,Morning,38,0,34,137.4,5.12,31.34,0,0.895
1/22/2024,Mon,FALSE,8,Morning,52,2,44,244.1,6,42.73,0.038,0.846
1/22/2024,Mon,FALSE,9,Morning,43,2,39,141.3,0.49,51.28,0.047,0.907
1/22/2024,Mon,FALSE,10,Morning,70,6,56,371.8,2.17,59.83,0.086,0.8
1/22/2024,Mon,FALSE,11,Morning,66,4,58,297.6,3.15,56.98,0.061,0.879
1/22/2024,Mon,FALSE,12,Morning,47,2,43,217.2,12.79,45.58,0.043,0.915
1/22/2024,Mon,FALSE,13,Morning,51,5,41,244.2,2.81,48.43,0.098,0.804
1/22/2024,Mon,FALSE,14,Evening,64,5,53,283.4,3.75,56.98,0.078,0.828
1/22/2024,Mon,FALSE,15,Evening,62,3,51,303,8.3,54.13,0.048,0.823
1/22/2024,Mon,FALSE,16,Evening,44,3,37,196.8,0.31,48.43,0.068,0.841
1/22/2024,Mon,FALSE,17,Evening,37,1,31,218,0.22,39.89,0.027,0.838
1/22/2024,Mon,FALSE,18,Evening,31,1,27,152.5,4.65,31.34,0.032,0.871
1/22/2024,Mon,FALSE,19,Evening,31,2,25,119,4.46,25.64,0.065,0.806
1/22/2024,Mon,FALSE,20,Night,21,4,14,100.6,0.14,19.94,0.19,0.667
1/22/2024,Mon,FALSE,21,Night,14,3,9,69.6,1.31,17.09,0.214,0.643
1/22/2024,Mon,FALSE,22,Night,13,1,11,31.2,1.82,14.25,0.077,0.846
1/22/2024,Mon,FALSE,23,Night,14,1,12,104.8,0.41,11.4,0.071,0.857
1/23/2024,Tue,FALSE,0,Night,13,2,8,61,0.95,8.55,0.154,0.615
1/23/2024,Tue,FALSE,1,Night,7,3,4,15.4,0.05,5.7,0.429,0.571
1/23/2024,Tue,FALSE,2,Night,5,0,5,23.5,0.46,4.28,0,1
1/23/2024,Tue,FALSE,3,Night,2,0,2,9.6,0.25,3.42,0,1
1/23/2024,Tue,FALSE,4,Night,1,0,0,4.1,1.18,4.28,0,0
1/23/2024,Tue,FALSE,5,Night,11,1,8,57.5,0.13,8.55,0.091,0.727
1/23/2024,Tue,FALSE,6,Morning,21,1,17,94.8,1.12,19.96,0.048,0.81
1/23/2024,Tue,FALSE,7,Morning,36,2,30,142.2,2.27,31.36,0.056,0.833
1/23/2024,Tue,FALSE,8,Morning,53,4,48,233.3,5.57,42.77,0.075,0.906
1/23/2024,Tue,FALSE,9,Morning,48,8,36,220,18.21,51.32,0.167,0.75
1/23/2024,Tue,FALSE,10,Morning,55,10,39,208.1,8.78,59.88,0.182,0.709
1/23/2024,Tue,FALSE,11,Morning,41,3,33,214.3,13.04,57.03,0.073,0.805
1/23/2024,Tue,FALSE,12,Morning,43,5,33,219.8,3.72,45.62,0.116,0.767
1/23/2024,Tue,FALSE,13,Morning,50,5,41,199.3,2.77,48.47,0.1,0.82
1/23/2024,Tue,FALSE,14,Evening,53,8,37,258.4,9.14,57.03,0.151,0.698
1/23/2024,Tue,FALSE,15,Evening,61,4,48,232.8,1.56,54.18,0.066,0.787
1/23/2024,Tue,FALSE,16,Evening,46,5,34,187.1,7.06,48.47,0.109,0.739
1/23/2024,Tue,FALSE,17,Evening,34,2,27,169.7,3.71,39.92,0.059,0.794
1/23/2024,Tue,FALSE,18,Evening,30,5,23,111.6,6.86,31.36,0.167,0.767
1/23/2024,Tue,FALSE,19,Evening,28,3,24,116.4,3.02,25.66,0.107,0.857
1/23/2024,Tue,FALSE,20,Night,15,1,11,78.6,0.56,19.96,0.067,0.733
1/23/2024,Tue,FALSE,21,Night,16,1,14,74.1,2.44,17.11,0.062,0.875
1/23/2024,Tue,FALSE,22,Night,13,0,13,39.8,1.48,14.26,0,1
1/23/2024,Tue,FALSE,23,Night,11,2,7,50.1,0.91,11.41,0.182,0.636
1/24/2024,Wed,FALSE,0,Night,13,2,10,74.5,0.47,8.56,0.154,0.769
1/24/2024,Wed,FALSE,1,Night,11,0,8,53.7,0.97,5.71,0,0.727
1/24/2024,Wed,FALSE,2,Night,3,1,1,38,0.07,4.28,0.333,0.333
1/24/2024,Wed,FALSE,3,Night,7,1,5,28.2,0.46,3.42,0.143,0.714
1/24/2024,Wed,FALSE,4,Night,4,2,2,9.6,0.01,4.28,0.5,0.5
1/24/2024,Wed,FALSE,5,Night,4,0,4,8.8,0.36,8.56,0,1
1/24/2024,Wed,FALSE,6,Morning,15,0,15,100.1,0.97,19.98,0,1
1/24/2024,Wed,FALSE,7,Morning,35,2,29,165.4,0.55,31.39,0.057,0.829
1/24/2024,Wed,FALSE,8,Morning,39,6,31,168,0.18,42.8,0.154,0.795
1/24/2024,Wed,FALSE,9,Morning,53,3,43,165.7,0.67,51.37,0.057,0.811
1/24/2024,Wed,FALSE,10,Morning,58,6,44,270.7,2.61,59.93,0.103,0.759
1/24/2024,Wed,FALSE,11,Morning,55,6,45,271.5,2.69,57.07,0.109,0.818
1/24/2024,Wed,FALSE,12,Morning,36,2,30,218,4.74,45.66,0.056,0.833
1/24/2024,Wed,FALSE,13,Morning,51,5,41,207.5,2.66,48.51,0.098,0.804
1/24/2024,Wed,FALSE,14,Evening,60,7,40,261.7,3.93,57.07,0.117,0.667
1/24/2024,Wed,FALSE,15,Evening,61,2,52,250.4,5.51,54.22,0.033,0.852
1/24/2024,Wed,FALSE,16,Evening,38,7,26,219.5,13.83,48.51,0.184,0.684
1/24/2024,Wed,FALSE,17,Evening,58,10,42,283.7,6.1,39.95,0.172,0.724
1/24/2024,Wed,FALSE,18,Evening,33,2,25,130.3,4.49,31.39,0.061,0.758
1/24/2024,Wed,FALSE,19,Evening,27,3,21,173.4,3.52,25.68,0.111,0.778
1/24/2024,Wed,FALSE,20,Night,19,1,14,89.2,1.48,19.98,0.053,0.737
1/24/2024,Wed,FALSE,21,Night,23,3,17,153.1,2.02,17.12,0.13,0.739
1/24/2024,Wed,FALSE,22,Night,12,0,10,27.3,2.41,14.27,0,0.833
1/24/2024,Wed,FALSE,23,Night,17,4,12,61.6,0.91,11.41,0.235,0.706
1/25/2024,Thu,FALSE,0,Night,7,0,5,62.9,0.78,8.57,0,0.714
1/25/2024,Thu,FALSE,1,Night,6,1,5,16.8,0.23,5.71,0.167,0.833
1/25/2024,Thu,FALSE,2,Night,7,0,6,43.2,0.29,4.28,0,0.857
1/25/2024,Thu,FALSE,3,Night,5,1,4,23.6,0.28,3.43,0.2,0.8
1/25/2024,Thu,FALSE,4,Night,2,0,2,6.4,0.23,4.28,0,1
1/25/2024,Thu,FALSE,5,Night,8,1,5,24.9,0.33,8.57,0.125,0.625
1/25/2024,Thu,FALSE,6,Morning,20,0,19,52.4,0.4,19.99,0,0.95
1/25/2024,Thu,FALSE,7,Morning,30,1,23,107.2,8.5,31.42,0.033,0.767
1/25/2024,Thu,FALSE,8,Morning,56,10,39,224.2,1.58,42.84,0.179,0.696
1/25/2024,Thu,FALSE,9,Morning,48,3,41,231.5,0.09,51.41,0.062,0.854
1/25/2024,Thu,FALSE,10,Morning,57,6,43,328.5,0.89,59.98,0.105,0.754
1/25/2024,Thu,FALSE,11,Morning,62,3,53,392.4,0.72,57.12,0.048,0.855
1/25/2024,Thu,FALSE,12,Morning,46,3,35,293.3,0.78,45.7,0.065,0.761
1/25/2024,Thu,FALSE,13,Morning,50,10,38,247.6,2.59,48.55,0.2,0.76
1/25/2024,Thu,FALSE,14,Evening,59,6,48,202.2,1.46,57.12,0.102,0.814
1/25/2024,Thu,FALSE,15,Evening,65,5,53,351.1,3,54.26,0.077,0.815
1/25/2024,Thu,FALSE,16,Evening,48,3,41,233.8,3.17,48.55,0.062,0.854
1/25/2024,Thu,FALSE,17,Evening,45,2,40,201.2,1.6,39.98,0.044,0.889
1/25/2024,Thu,FALSE,18,Evening,26,4,19,110.2,4.63,31.42,0.154,0.731
