property_id,city,area_sqft,bedrooms,bathrooms,total_rooms,year_built,age_years,overall_quality,location_score,floor,has_parking,has_gym,price_lakhs
P1402,Mumbai,2122,4,3,7,1994,30,8,9.6,1,0,0,2.07
P1403,Bangalore,2511,3,2,5,1994,30,7,5.7,12,1,1,2.07
P1404,Delhi,2231,3,2,5,2008,16,9,8.4,0,1,1,2.82
P1405,Chennai,2398,4,4,8,2005,19,5,5.9,18,0,0,1.54
P1406,Hyderabad,1346,3,3,6,1995,29,7,1.4,10,1,0,0.86
P1407,Bangalore,947,3,2,5,2011,13,6,3.8,4,1,1,1.13
P1408,Chennai,2701,2,1,3,2000,24,7,6.2,0,1,0,2.06
P1409,Chennai,1606,3,2,5,2010,14,6,9.6,19,0,0,1.45
P1410,Delhi,1650,4,3,7,2014,10,4,8.7,12,0,0,1.53
P1411,Mumbai,2597,3,3,6,2000,24,6,3.1,7,1,1,1.64
P1412,Mumbai,2134,2,1,3,1991,33,6,3.0,5,1,1,1.56
P1413,Delhi,2074,3,2,5,2000,24,8,2.8,16,0,0,1.62
P1414,Chennai,3099,2,1,3,2019,5,7,9.3,11,1,0,3.57
P1415,Hyderabad,1414,2,2,4,2000,24,7,8.7,0,1,1,1.78
P1416,Hyderabad,2357,3,2,5,1996,28,3,8.0,2,0,1,1.26
P1417,Mumbai,1834,4,3,7,2019,5,7,4.5,13,1,0,2.01
P1418,Hyderabad,1961,3,2,5,2005,19,6,5.5,7,1,1,1.6
P1419,Delhi,2717,2,2,4,2020,4,8,5.2,10,1,1,2.67
P1420,Chennai,2105,2,1,3,2001,23,9,3.3,13,1,0,1.63
P1421,Mumbai,2123,3,2,5,2016,8,2,5.5,7,0,1,1.34
P1422,Mumbai,2444,3,3,6,1990,34,8,1.3,2,1,0,1.64
P1423,Delhi,1581,4,3,7,2008,16,2,2.2,6,1,0,0.82
P1424,Hyderabad,1296,3,3,6,2011,13,5,9.0,18,1,0,1.34
P1425,Mumbai,1173,4,3,7,2004,20,6,7.8,3,1,1,1.43
P1426,Mumbai,620,3,2,5,2009,15,3,4.8,24,0,1,0.74
P1427,Hyderabad,3034,3,2,5,1986,38,7,5.7,15,0,0,1.81
P1428,Hyderabad,1138,3,2,5,1993,31,1,4.3,12,0,0,0.52
P1429,Mumbai,1667,5,3,8,2012,12,4,7.7,19,1,0,1.58
P1430,Chennai,1634,3,2,5,2022,2,6,8.1,18,0,1,1.71
P1431,Delhi,1984,3,2,5,1987,37,7,7.9,4,1,1,1.49
P1432,Delhi,2289,3,2,5,2004,20,9,7.5,22,0,0,2.15
P1433,Delhi,2316,2,1,3,1990,34,7,2.8,4,0,0,1.34
P1434,Delhi,1450,3,2,5,2023,1,7,4.0,19,1,0,1.56
P1435,Bangalore,1700,2,1,3,2017,7,5,5.2,23,1,0,1.4
P1436,Bangalore,1970,3,2,5,1985,39,1,4.0,3,1,0,0.68
P1437,Delhi,1651,3,2,5,2021,3,3,7.8,1,1,1,1.54
P1438,Chennai,2764,3,2,5,1990,34,6,4.0,12,0,0,1.47
P1439,Chennai,2095,4,2,6,2018,6,7,2.2,15,1,0,1.56
P1440,Delhi,2241,4,3,7,1999,25,5,4.6,21,1,0,1.4
P1441,Mumbai,2198,4,3,7,2010,14,7,9.8,1,1,0,2.3
P1442,Bangalore,2504,2,2,4,1998,26,6,3.0,18,0,0,1.39
P1443,Chennai,1909,2,1,3,1991,33,3,6.5,16,1,0,1.17
P1444,Bangalore,1022,3,2,5,2015,9,4,4.9,4,1,0,1.0
P1445,Bangalore,2040,3,2,5,2008,16,8,1.6,24,1,1,1.49
P1446,Mumbai,1409,3,2,5,2015,9,7,5.4,17,1,0,1.6
P1447,Bangalore,1483,1,1,2,2013,11,8,7.3,22,1,1,2.12
P1448,Delhi,2152,3,2,5,2016,8,3,5.6,20,0,0,1.22
P1449,Hyderabad,2543,1,1,2,2001,23,10,8.8,17,1,0,2.71
P1450,Bangalore,1813,4,3,7,1998,26,4,3.6,7,1,0,1.05
P1451,Delhi,1985,2,1,3,2020,4,1,1.8,14,1,1,1.1
P1452,Bangalore,2821,3,2,5,2008,16,10,9.4,12,1,0,4.14
P1453,Chennai,1944,1,1,2,2011,13,5,4.4,12,1,0,1.37
P1454,Delhi,3361,3,2,5,2009,15,7,6.2,15,1,1,3.63
P1455,Bangalore,2139,3,2,5,2016,8,4,8.1,21,1,0,2.07
P1456,Chennai,744,4,2,6,2002,22,6,3.9,19,1,1,0.81
P1457,Chennai,2252,4,3,7,2002,22,9,7.4,12,1,0,2.4
P1458,Mumbai,2029,3,2,5,2021,3,5,2.2,19,0,0,1.36
P1459,Bangalore,2574,4,3,7,2010,14,7,3.6,1,1,0,1.72
P1460,Hyderabad,2204,5,3,8,1993,31,4,2.3,2,0,1,1.04
P1461,Hyderabad,1717,4,2,6,2019,5,7,8.3,14,0,0,1.91
P1462,Bangalore,1065,4,2,6,1992,32,5,3.0,22,1,0,0.66
P1463,Hyderabad,1675,2,1,3,2004,20,4,7.5,18,0,0,1.09
P1464,Bangalore,1290,3,3,6,2006,18,5,9.5,12,1,0,1.28
P1465,Delhi,1452,2,1,3,2003,21,4,5.7,4,1,1,1.2
P1466,Bangalore,2153,2,1,3,2014,10,9,5.9,21,1,0,2.12
P1467,Mumbai,2802,5,3,8,2012,12,5,5.1,5,1,0,2.22
P1468,Delhi,2037,3,2,5,2019,5,4,3.9,13,1,0,1.23
P1469,Delhi,1082,4,3,7,1995,29,6,5.3,3,1,0,0.99
P1470,Chennai,2067,4,2,6,2015,9,5,6.4,21,1,0,1.71
P1471,Chennai,2518,4,4,8,2023,1,7,9.9,18,1,0,2.99
P1472,Bangalore,1434,5,3,8,2020,4,10,9.4,22,1,1,2.97
P1473,Delhi,1720,2,2,4,2014,10,6,8.8,6,1,1,1.59
P1474,Mumbai,1809,1,1,2,2007,17,8,9.0,3,1,0,2.15
P1475,Delhi,1329,3,3,6,2003,21,6,5.2,1,1,1,1.35
P1476,Chennai,2189,2,1,3,1996,28,4,6.9,6,1,0,1.35
P1477,Delhi,1727,1,1,2,1999,25,7,9.1,2,1,0,1.9
P1478,Delhi,2052,3,2,5,2015,9,6,4.5,14,0,0,1.51
P1479,Delhi,1268,4,2,6,2021,3,7,9.7,0,0,0,1.7
P1480,Chennai,1538,3,3,6,2021,3,8,4.7,1,1,0,1.9
P1481,Hyderabad,2233,3,2,5,1999,25,6,6.4,9,0,1,1.69
P1482,Chennai,1576,3,2,5,2013,11,9,7.4,15,1,1,2.53
P1483,Delhi,2836,2,2,4,2010,14,7,9.6,24,1,0,3.13
P1484,Delhi,1560,1,1,2,1986,38,6,3.2,14,0,0,0.86
P1485,Mumbai,1935,4,4,8,2004,20,7,7.7,23,1,1,1.93
P1486,Mumbai,2360,3,2,5,1999,25,5,5.7,14,0,0,1.45
P1487,Mumbai,949,4,3,7,1988,36,10,3.4,13,1,0,1.18
P1488,Mumbai,744,1,1,2,2006,18,7,8.0,21,1,0,1.22
P1489,Mumbai,885,4,2,6,2022,2,2,6.0,13,1,0,0.89
P1490,Mumbai,2558,3,2,5,2007,17,5,6.9,5,1,0,2.0
P1491,Mumbai,1469,3,2,5,2010,14,7,3.9,13,1,1,1.47
P1492,Bangalore,3335,3,2,5,1995,29,2,5.3,16,1,1,1.7
P1493,Hyderabad,1461,4,3,7,2012,12,2,6.6,17,0,0,0.9
P1494,Hyderabad,1911,3,3,6,1986,38,6,4.6,19,1,1,1.1
P1495,Mumbai,2725,3,2,5,1992,32,5,2.8,18,1,0,1.45
P1496,Delhi,3004,5,3,8,2013,11,6,9.7,16,1,0,3.51
P1497,Hyderabad,3037,4,4,8,1995,29,4,5.6,15,0,1,1.7
P1498,Mumbai,2525,3,2,5,2021,3,4,7.6,7,1,0,2.8
P1499,Chennai,2414,4,3,7,2002,22,7,4.7,6,1,0,1.69
P1500,Bangalore,2156,3,2,5,1998,26,6,4.2,19,0,0,1.35
